POSITION_ID,INSTRUMENT_TYPE,NOTIONAL,CURRENCY,EXPOSURE_CLASS,COUNTERPARTY_ID,AS_OF_DATE
POS-000954,Term Loan,203819377.64,INR,ABOVE_100,CP-00285,2026-06-30
POS-000955,Term Loan,13560600719.71,INR,ABOVE_100,CP-00285,2026-06-30
POS-000956,Term Loan,574274315.6,INR,AT_100,CP-00285,2026-06-30
POS-000957,Letter of Credit,3937650879.94,INR,ABOVE_100,CP-00285,2026-06-30
POS-000958,Cash Credit,1283822896.32,INR,BELOW_100,CP-00286,2026-06-30
POS-000959,Derivative - Interest Rate Swap,9083671631.4,INR,ABOVE_100,CP-00286,2026-06-30
POS-000960,Term Loan,10031364523.55,INR,ABOVE_100,CP-00287,2026-06-30
POS-000961,Bank Guarantee,3514732164.98,INR,ABOVE_100,CP-00287,2026-06-30
POS-000962,Term Loan,10599475363.74,INR,BELOW_100,CP-00288,2026-06-30
POS-000963,Letter of Credit,1528418257.32,INR,AT_100,CP-00288,2026-06-30
POS-000964,Derivative - FX Forward,377834808.07,INR,ABOVE_100,CP-00288,2026-06-30
POS-000965,Cash Credit,207224010.02,INR,BELOW_100,CP-00289,2026-06-30
POS-000966,Investment - Debenture/Bond,3363367.22,INR,ABOVE_100,CP-00289,2026-06-30
POS-000967,Term Loan,12936333.16,INR,BELOW_100,CP-00289,2026-06-30
POS-000968,Derivative - FX Forward,262020814.17,INR,ABOVE_100,CP-00289,2026-06-30
POS-000969,Investment - Debenture/Bond,413558050.98,INR,AT_100,CP-00290,2026-06-30
POS-000970,Bank Guarantee,952067439.41,INR,AT_100,CP-00290,2026-06-30
POS-000971,Derivative - FX Forward,18397375.99,INR,ABOVE_100,CP-00290,2026-06-30
POS-000972,Term Loan,790826122.67,INR,ABOVE_100,CP-00291,2026-06-30
POS-000973,Bank Guarantee,20461963.98,INR,AT_100,CP-00291,2026-06-30
POS-000974,Derivative - FX Forward,71102666.16,INR,ABOVE_100,CP-00291,2026-06-30
POS-000975,Term Loan,906711391.03,INR,ABOVE_100,CP-00292,2026-06-30
POS-000976,Term Loan,1214531840.22,INR,ABOVE_100,CP-00292,2026-06-30
POS-000977,Bank Guarantee,122289503.31,INR,BELOW_100,CP-00292,2026-06-30
POS-000978,Cash Credit,2000718241.44,INR,BELOW_100,CP-00293,2026-06-30
POS-000979,Term Loan,1368533874.6,INR,BELOW_100,CP-00293,2026-06-30
POS-000980,Term Loan,193734140.82,INR,BELOW_100,CP-00293,2026-06-30
POS-000981,Derivative - FX Forward,168246661.2,INR,ABOVE_100,CP-00293,2026-06-30
POS-000982,Cash Credit,518596362.95,INR,ABOVE_100,CP-00294,2026-06-30
POS-000983,Term Loan,81786831.21,INR,ABOVE_100,CP-00294,2026-06-30
POS-000984,Cash Credit,73058580.12,INR,BELOW_100,CP-00294,2026-06-30
POS-000985,Derivative - FX Forward,157165683.63,INR,AT_100,CP-00294,2026-06-30
POS-000986,Letter of Credit,31955727.95,INR,BELOW_100,CP-00294,2026-06-30
POS-000987,Term Loan,226176167.46,INR,ABOVE_100,CP-00295,2026-06-30
POS-000988,Cash Credit,832895038.68,INR,ABOVE_100,CP-00295,2026-06-30
POS-000989,Letter of Credit,239023176.15,INR,BELOW_100,CP-00295,2026-06-30
POS-000990,Bank Guarantee,104404822.26,INR,ABOVE_100,CP-00295,2026-06-30
POS-000991,Cash Credit,12332877876.4,INR,AT_100,CP-00296,2026-06-30
POS-000992,Term Loan,554535437.08,INR,ABOVE_100,CP-00296,2026-06-30
POS-000993,Term Loan,8736726705.77,INR,AT_100,CP-00296,2026-06-30
POS-000994,Derivative - FX Forward,277126391.35,INR,ABOVE_100,CP-00296,2026-06-30
POS-000995,Bank Guarantee,17051763.62,INR,AT_100,CP-00296,2026-06-30
POS-000996,Cash Credit,18002482.43,INR,ABOVE_100,CP-00297,2026-06-30
POS-000997,Term Loan,1169731671.07,INR,BELOW_100,CP-00297,2026-06-30
POS-000998,Bank Guarantee,112686315.42,INR,BELOW_100,CP-00297,2026-06-30
POS-000999,Cash Credit,757851198.25,INR,ABOVE_100,CP-00298,2026-06-30
POS-001000,Bank Guarantee,1057892284.36,INR,BELOW_100,CP-00298,2026-06-30
POS-001001,Term Loan,77856894.74,INR,BELOW_100,CP-00299,2026-06-30
POS-001002,Cash Credit,3379762850.04,INR,BELOW_100,CP-00299,2026-06-30
POS-001003,Cash Credit,53040538.62,INR,AT_100,CP-00299,2026-06-30
POS-001004,Letter of Credit,14076666.09,INR,BELOW_100,CP-00299,2026-06-30
POS-001005,Letter of Credit,103775268.14,INR,BELOW_100,CP-00299,2026-06-30
POS-001006,Cash Credit,36718656802.45,INR,ABOVE_100,CP-00300,2026-06-30
POS-001007,Term Loan,22389856169.86,INR,ABOVE_100,CP-00300,2026-06-30
POS-001008,Derivative - Interest Rate Swap,15787027.27,INR,BELOW_100,CP-00300,2026-06-30
POS-001009,Derivative - FX Forward,41016055.68,INR,BELOW_100,CP-00300,2026-06-30
POS-001010,Term Loan,768551020.69,INR,ABOVE_100,CP-00301,2026-06-30
POS-001011,Bank Guarantee,197994052.57,INR,BELOW_100,CP-00301,2026-06-30
POS-001012,Letter of Credit,25158341.29,INR,AT_100,CP-00301,2026-06-30
POS-001013,Term Loan,11440080256.18,INR,AT_100,CP-00302,2026-06-30
POS-001014,Cash Credit,19318299546.94,INR,BELOW_100,CP-00302,2026-06-30
POS-001015,Letter of Credit,2270742098.05,INR,BELOW_100,CP-00302,2026-06-30
POS-001016,Term Loan,3000238346.52,INR,BELOW_100,CP-00303,2026-06-30
POS-001017,Letter of Credit,5095447542.34,INR,AT_100,CP-00303,2026-06-30
POS-001018,Term Loan,22533770685.31,INR,AT_100,CP-00304,2026-06-30
POS-001019,Derivative - FX Forward,217473789.55,INR,AT_100,CP-00304,2026-06-30
POS-001020,Derivative - Interest Rate Swap,119414197.94,INR,BELOW_100,CP-00304,2026-06-30
POS-001021,Term Loan,7688463170.37,INR,BELOW_100,CP-00305,2026-06-30
POS-001022,Letter of Credit,694293489.8,INR,ABOVE_100,CP-00305,2026-06-30
POS-001023,Letter of Credit,10195346534.94,INR,BELOW_100,CP-00305,2026-06-30
POS-001024,Term Loan,18340417707.62,INR,BELOW_100,CP-00306,2026-06-30
POS-001025,Term Loan,8789895835.46,INR,BELOW_100,CP-00306,2026-06-30
POS-001026,Cash Credit,159977424277.92,INR,ABOVE_100,CP-00306,2026-06-30
POS-001027,Letter of Credit,71573111.43,INR,BELOW_100,CP-00306,2026-06-30
POS-001028,Bank Guarantee,293599233.05,INR,ABOVE_100,CP-00306,2026-06-30
POS-001029,Term Loan,273854282.79,INR,AT_100,CP-00307,2026-06-30
POS-001030,Term Loan,3619310538.44,INR,ABOVE_100,CP-00307,2026-06-30
POS-001031,Letter of Credit,321337249.58,INR,ABOVE_100,CP-00307,2026-06-30
POS-001032,Bank Guarantee,10621850.07,INR,BELOW_100,CP-00307,2026-06-30
POS-001033,Cash Credit,7974342824.38,INR,ABOVE_100,CP-00308,2026-06-30
POS-001034,Investment - Debenture/Bond,2927614944.48,INR,BELOW_100,CP-00308,2026-06-30
POS-001035,Term Loan,108634086830.63,INR,BELOW_100,CP-00308,2026-06-30
POS-001036,Bank Guarantee,306933110.76,INR,AT_100,CP-00308,2026-06-30
POS-001037,Bank Guarantee,382036530.39,INR,ABOVE_100,CP-00308,2026-06-30
POS-001038,Cash Credit,344373262507.03,INR,AT_100,CP-00309,2026-06-30
POS-001039,Bank Guarantee,1689209667.16,INR,AT_100,CP-00309,2026-06-30
POS-001040,Bank Guarantee,55051757.44,INR,BELOW_100,CP-00309,2026-06-30
POS-001041,Cash Credit,6615248198.84,INR,BELOW_100,CP-00310,2026-06-30
POS-001042,Letter of Credit,448103815.08,INR,BELOW_100,CP-00310,2026-06-30
POS-001043,Term Loan,2106076226.07,INR,AT_100,CP-00311,2026-06-30
POS-001044,Term Loan,853329790.08,INR,BELOW_100,CP-00311,2026-06-30
POS-001045,Bank Guarantee,1634868449.48,INR,BELOW_100,CP-00311,2026-06-30
POS-001046,Letter of Credit,9916632473.69,INR,ABOVE_100,CP-00311,2026-06-30
POS-001047,Term Loan,25142940936.64,INR,AT_100,CP-00312,2026-06-30
POS-001048,Letter of Credit,493287601.63,INR,ABOVE_100,CP-00312,2026-06-30
POS-001049,Derivative - Interest Rate Swap,89228207.52,INR,BELOW_100,CP-00312,2026-06-30
POS-001050,Cash Credit,1851335002.64,INR,ABOVE_100,CP-00313,2026-06-30
POS-001051,Term Loan,3554025347.14,INR,BELOW_100,CP-00313,2026-06-30
POS-001052,Term Loan,1017012430.92,INR,AT_100,CP-00313,2026-06-30
POS-001053,Derivative - Interest Rate Swap,1937268221.3,INR,BELOW_100,CP-00313,2026-06-30
POS-001054,Letter of Credit,6132182777.43,INR,AT_100,CP-00313,2026-06-30
POS-001055,Cash Credit,2773434137.4,INR,AT_100,CP-00314,2026-06-30
POS-001056,Term Loan,5335710554.41,INR,ABOVE_100,CP-00314,2026-06-30
POS-001057,Derivative - FX Forward,10824696157.28,INR,BELOW_100,CP-00314,2026-06-30
POS-001058,Term Loan,5707213480.1,INR,ABOVE_100,CP-00315,2026-06-30
POS-001059,Term Loan,21242475095.92,INR,ABOVE_100,CP-00315,2026-06-30
POS-001060,Cash Credit,8262306086.23,INR,ABOVE_100,CP-00315,2026-06-30
POS-001061,Derivative - FX Forward,1276728689.78,INR,BELOW_100,CP-00315,2026-06-30
POS-001062,Term Loan,55842030076.85,INR,ABOVE_100,CP-00316,2026-06-30
POS-001063,Cash Credit,9977911135.64,INR,ABOVE_100,CP-00316,2026-06-30
POS-001064,Cash Credit,7601689747.05,INR,ABOVE_100,CP-00316,2026-06-30
POS-001065,Derivative - FX Forward,6890878033.8,INR,BELOW_100,CP-00316,2026-06-30
POS-001066,Bank Guarantee,1911045410.52,INR,ABOVE_100,CP-00316,2026-06-30
POS-001067,Term Loan,3409026189.25,INR,BELOW_100,CP-00317,2026-06-30
POS-001068,Bank Guarantee,53830204.72,INR,BELOW_100,CP-00317,2026-06-30
POS-001069,Term Loan,4763562223.01,INR,BELOW_100,CP-00318,2026-06-30
POS-001070,Term Loan,83446363.14,INR,BELOW_100,CP-00318,2026-06-30
POS-001071,Bank Guarantee,76651875.8,INR,AT_100,CP-00318,2026-06-30
POS-001072,Bank Guarantee,322105297.66,INR,BELOW_100,CP-00318,2026-06-30
POS-001073,Term Loan,452935311.83,INR,AT_100,CP-00319,2026-06-30
POS-001074,Term Loan,2074128955.55,INR,ABOVE_100,CP-00319,2026-06-30
POS-001075,Term Loan,52367780.44,INR,ABOVE_100,CP-00319,2026-06-30
POS-001076,Letter of Credit,56200576.11,INR,ABOVE_100,CP-00319,2026-06-30
POS-001077,Bank Guarantee,9416778.45,INR,AT_100,CP-00319,2026-06-30
POS-001078,Term Loan,99647101.17,INR,BELOW_100,CP-00320,2026-06-30
POS-001079,Investment - Debenture/Bond,1972819433.9,INR,BELOW_100,CP-00320,2026-06-30
POS-001080,Derivative - FX Forward,5305965912.74,INR,AT_100,CP-00320,2026-06-30
POS-001081,Cash Credit,6590218920.57,INR,BELOW_100,CP-00321,2026-06-30
POS-001082,Bank Guarantee,89603572.83,INR,BELOW_100,CP-00321,2026-06-30
POS-001083,Letter of Credit,6595103.79,INR,BELOW_100,CP-00321,2026-06-30
POS-001084,Cash Credit,2861989098.06,INR,AT_100,CP-00322,2026-06-30
POS-001085,Bank Guarantee,59443031.8,INR,AT_100,CP-00322,2026-06-30
POS-001086,Term Loan,2734134564.06,INR,BELOW_100,CP-00323,2026-06-30
POS-001087,Letter of Credit,2238568509.79,INR,ABOVE_100,CP-00323,2026-06-30
POS-001088,Term Loan,51041912237.57,INR,BELOW_100,CP-00324,2026-06-30
POS-001089,Cash Credit,8037096541.13,INR,AT_100,CP-00324,2026-06-30
POS-001090,Letter of Credit,76962891.58,INR,ABOVE_100,CP-00324,2026-06-30
POS-001091,Derivative - Interest Rate Swap,235470593.65,INR,BELOW_100,CP-00324,2026-06-30
POS-001092,Term Loan,9626503957.1,INR,AT_100,CP-00325,2026-06-30
POS-001093,Derivative - Interest Rate Swap,332109583.91,INR,ABOVE_100,CP-00325,2026-06-30
POS-001094,Letter of Credit,69735013.94,INR,BELOW_100,CP-00325,2026-06-30
POS-001095,Term Loan,3589848832.64,INR,ABOVE_100,CP-00326,2026-06-30
POS-001096,Bank Guarantee,317348582.02,INR,BELOW_100,CP-00326,2026-06-30
POS-001097,Cash Credit,9068320022.42,INR,BELOW_100,CP-00327,2026-06-30
POS-001098,Bank Guarantee,2364172610.47,INR,BELOW_100,CP-00327,2026-06-30
POS-001099,Letter of Credit,595102230.12,INR,BELOW_100,CP-00327,2026-06-30
POS-001100,Cash Credit,18779561034.52,INR,AT_100,CP-00328,2026-06-30
POS-001101,Bank Guarantee,505067072.49,INR,BELOW_100,CP-00328,2026-06-30
POS-001102,Investment - Debenture/Bond,103395181106.73,INR,BELOW_100,CP-00329,2026-06-30
POS-001103,Bank Guarantee,274561310.93,INR,AT_100,CP-00329,2026-06-30
POS-001104,Bank Guarantee,77658128.7,INR,AT_100,CP-00329,2026-06-30
POS-001105,Cash Credit,6303600326.91,INR,ABOVE_100,CP-00330,2026-06-30
POS-001106,Derivative - FX Forward,3993454.15,INR,BELOW_100,CP-00330,2026-06-30
POS-001107,Derivative - FX Forward,73337664.36,INR,BELOW_100,CP-00330,2026-06-30
POS-001108,Term Loan,97265017519.48,INR,BELOW_100,CP-00331,2026-06-30
POS-001109,Derivative - Interest Rate Swap,2638354.55,INR,AT_100,CP-00331,2026-06-30
POS-001110,Letter of Credit,2065304.22,INR,BELOW_100,CP-00331,2026-06-30
POS-001111,Cash Credit,655227077.31,INR,BELOW_100,CP-00332,2026-06-30
POS-001112,Cash Credit,10970218992.25,INR,BELOW_100,CP-00332,2026-06-30
POS-001113,Derivative - Interest Rate Swap,25803832.96,INR,BELOW_100,CP-00332,2026-06-30
POS-001114,Investment - Debenture/Bond,5900489068.58,INR,BELOW_100,CP-00333,2026-06-30
POS-001115,Cash Credit,5454077239.47,INR,BELOW_100,CP-00333,2026-06-30
POS-001116,Term Loan,1108770540.0,INR,BELOW_100,CP-00333,2026-06-30
POS-001117,Bank Guarantee,12667532.55,INR,AT_100,CP-00333,2026-06-30
POS-001118,Derivative - FX Forward,6574419.74,INR,BELOW_100,CP-00333,2026-06-30
POS-001119,Cash Credit,3041816513.67,INR,BELOW_100,CP-00334,2026-06-30
POS-001120,Term Loan,3120357683.55,INR,AT_100,CP-00334,2026-06-30
POS-001121,Bank Guarantee,308914.4,INR,ABOVE_100,CP-00334,2026-06-30
POS-001122,Letter of Credit,3948998.16,INR,AT_100,CP-00334,2026-06-30
POS-001123,Term Loan,32417181797.03,INR,AT_100,CP-00335,2026-06-30
POS-001124,Bank Guarantee,50603573.02,INR,AT_100,CP-00335,2026-06-30
POS-001125,Term Loan,19201470874.56,INR,BELOW_100,CP-00336,2026-06-30
POS-001126,Bank Guarantee,13973985.36,INR,BELOW_100,CP-00336,2026-06-30
POS-001127,Letter of Credit,84859.61,INR,BELOW_100,CP-00336,2026-06-30
POS-001128,Term Loan,158496177481.52,INR,AT_100,CP-00337,2026-06-30
POS-001129,Letter of Credit,116459835.5,INR,BELOW_100,CP-00337,2026-06-30
POS-001130,Term Loan,73557781166.95,INR,AT_100,CP-00338,2026-06-30
POS-001131,Letter of Credit,31274022.53,INR,BELOW_100,CP-00338,2026-06-30
POS-001132,Term Loan,20886639899.79,INR,BELOW_100,CP-00339,2026-06-30
POS-001133,Letter of Credit,67218313.05,INR,ABOVE_100,CP-00339,2026-06-30
POS-001134,Term Loan,11265163804.74,INR,BELOW_100,CP-00340,2026-06-30
POS-001135,Term Loan,6062213275.38,INR,BELOW_100,CP-00340,2026-06-30
POS-001136,Letter of Credit,70551258.32,INR,BELOW_100,CP-00340,2026-06-30
POS-001137,Bank Guarantee,61458168.43,INR,ABOVE_100,CP-00340,2026-06-30
POS-001138,Investment - Debenture/Bond,3264104167.86,INR,ABOVE_100,CP-00341,2026-06-30
POS-001139,Cash Credit,2941216416.55,INR,BELOW_100,CP-00341,2026-06-30
POS-001140,Term Loan,29348612335.99,INR,BELOW_100,CP-00341,2026-06-30
POS-001141,Derivative - Interest Rate Swap,8245865.92,INR,ABOVE_100,CP-00341,2026-06-30
POS-001142,Term Loan,13417754785.31,INR,ABOVE_100,CP-00342,2026-06-30
POS-001143,Term Loan,570265558.23,INR,BELOW_100,CP-00342,2026-06-30
POS-001144,Derivative - FX Forward,19454212.91,INR,ABOVE_100,CP-00342,2026-06-30
POS-001145,Bank Guarantee,836149.71,INR,BELOW_100,CP-00342,2026-06-30
POS-001146,Term Loan,4564825929.58,INR,BELOW_100,CP-00343,2026-06-30
POS-001147,Letter of Credit,3086747.12,INR,BELOW_100,CP-00343,2026-06-30
POS-001148,Term Loan,20992617872.2,INR,AT_100,CP-00344,2026-06-30
POS-001149,Bank Guarantee,2222594.96,INR,BELOW_100,CP-00344,2026-06-30
POS-001150,Derivative - FX Forward,2323056.98,INR,BELOW_100,CP-00344,2026-06-30
POS-001151,Term Loan,6438165642.95,INR,ABOVE_100,CP-00345,2026-06-30
POS-001152,Letter of Credit,1433033512.93,INR,ABOVE_100,CP-00345,2026-06-30
POS-001153,Cash Credit,578132411.58,INR,ABOVE_100,CP-00346,2026-06-30
POS-001154,Investment - Debenture/Bond,3247556468.15,INR,ABOVE_100,CP-00346,2026-06-30
POS-001155,Letter of Credit,406886733.23,INR,ABOVE_100,CP-00346,2026-06-30
POS-001156,Bank Guarantee,2937592688.8,INR,BELOW_100,CP-00346,2026-06-30
POS-001157,Term Loan,4774372676.01,INR,AT_100,CP-00347,2026-06-30
POS-001158,Letter of Credit,4115949407.11,INR,BELOW_100,CP-00347,2026-06-30
POS-001159,Derivative - FX Forward,776221382.28,INR,AT_100,CP-00347,2026-06-30
POS-001160,Term Loan,1247892980.7,INR,ABOVE_100,CP-00348,2026-06-30
POS-001161,Bank Guarantee,743811786.23,INR,AT_100,CP-00348,2026-06-30
POS-001162,Term Loan,2029245517.08,INR,BELOW_100,CP-00349,2026-06-30
POS-001163,Cash Credit,863612912.71,INR,ABOVE_100,CP-00349,2026-06-30
POS-001164,Term Loan,1851323022.12,INR,BELOW_100,CP-00349,2026-06-30
POS-001165,Letter of Credit,112591915.4,INR,BELOW_100,CP-00349,2026-06-30
POS-001166,Letter of Credit,1433108358.22,INR,BELOW_100,CP-00349,2026-06-30
POS-001167,Term Loan,3149694394.59,INR,BELOW_100,CP-00350,2026-06-30
POS-001168,Cash Credit,7922352695.62,INR,BELOW_100,CP-00350,2026-06-30
POS-001169,Derivative - FX Forward,92868939.77,INR,ABOVE_100,CP-00350,2026-06-30
POS-001170,Derivative - Interest Rate Swap,1374392069.51,INR,BELOW_100,CP-00350,2026-06-30
POS-001171,Investment - Debenture/Bond,778844070.48,INR,AT_100,CP-00351,2026-06-30
POS-001172,Cash Credit,323228999.9,INR,AT_100,CP-00351,2026-06-30
POS-001173,Letter of Credit,352843464.96,INR,AT_100,CP-00351,2026-06-30
POS-001174,Bank Guarantee,1312500173.99,INR,BELOW_100,CP-00351,2026-06-30
POS-001175,Term Loan,7575245069.81,INR,BELOW_100,CP-00352,2026-06-30
POS-001176,Cash Credit,6574034712.48,INR,ABOVE_100,CP-00352,2026-06-30
POS-001177,Term Loan,5889036898.33,INR,BELOW_100,CP-00352,2026-06-30
POS-001178,Derivative - FX Forward,240661417.23,INR,BELOW_100,CP-00352,2026-06-30
POS-001179,Derivative - FX Forward,2777829662.93,INR,ABOVE_100,CP-00352,2026-06-30
POS-001180,Term Loan,487666005.04,INR,ABOVE_100,CP-00353,2026-06-30
POS-001181,Term Loan,11321584.84,INR,BELOW_100,CP-00353,2026-06-30
POS-001182,Letter of Credit,501190371.58,INR,BELOW_100,CP-00353,2026-06-30
POS-001183,Derivative - FX Forward,1306489176.98,INR,ABOVE_100,CP-00353,2026-06-30
POS-001184,Investment - Debenture/Bond,1263195217.65,INR,BELOW_100,CP-00354,2026-06-30
POS-001185,Term Loan,453364018.15,INR,AT_100,CP-00354,2026-06-30
POS-001186,Derivative - FX Forward,1355792772.25,INR,BELOW_100,CP-00354,2026-06-30
POS-001187,Derivative - FX Forward,9304901047.31,INR,AT_100,CP-00354,2026-06-30
POS-001188,Cash Credit,705571222.17,INR,BELOW_100,CP-00355,2026-06-30
POS-001189,Bank Guarantee,3347476724.15,INR,AT_100,CP-00355,2026-06-30
POS-001190,Term Loan,429954624.14,INR,AT_100,CP-00356,2026-06-30
POS-001191,Bank Guarantee,23218504.32,INR,ABOVE_100,CP-00356,2026-06-30
POS-001192,Bank Guarantee,2319355586.81,INR,BELOW_100,CP-00356,2026-06-30
POS-001193,Term Loan,33096934216.73,INR,AT_100,CP-00357,2026-06-30
POS-001194,Term Loan,5630478555.48,INR,BELOW_100,CP-00357,2026-06-30
POS-001195,Investment - Debenture/Bond,3402776083.28,INR,AT_100,CP-00357,2026-06-30
POS-001196,Bank Guarantee,1177812262.83,INR,BELOW_100,CP-00357,2026-06-30
POS-001197,Bank Guarantee,19772041.17,INR,BELOW_100,CP-00357,2026-06-30
POS-001198,Term Loan,970463056.82,INR,BELOW_100,CP-00358,2026-06-30
POS-001199,Investment - Debenture/Bond,15859860588.46,INR,AT_100,CP-00358,2026-06-30
POS-001200,Cash Credit,11324865847.18,INR,BELOW_100,CP-00358,2026-06-30
POS-001201,Derivative - Interest Rate Swap,14897714440.53,INR,ABOVE_100,CP-00358,2026-06-30
POS-001202,Derivative - FX Forward,2479172398.55,INR,BELOW_100,CP-00358,2026-06-30
POS-001203,Cash Credit,2421161219.62,INR,BELOW_100,CP-00359,2026-06-30
POS-001204,Cash Credit,34936267189.81,INR,AT_100,CP-00359,2026-06-30
POS-001205,Term Loan,25302847011.44,INR,BELOW_100,CP-00359,2026-06-30
POS-001206,Derivative - FX Forward,2448286365.25,INR,AT_100,CP-00359,2026-06-30
POS-001207,Term Loan,2175249571.34,INR,BELOW_100,CP-00360,2026-06-30
POS-001208,Cash Credit,3590304168.7,INR,AT_100,CP-00360,2026-06-30
POS-001209,Cash Credit,1452781423.65,INR,ABOVE_100,CP-00360,2026-06-30
POS-001210,Derivative - FX Forward,3088038492.74,INR,ABOVE_100,CP-00360,2026-06-30
POS-001211,Investment - Debenture/Bond,46091776926.74,INR,BELOW_100,CP-00361,2026-06-30
POS-001212,Derivative - Interest Rate Swap,314675695852.19,INR,AT_100,CP-00361,2026-06-30
POS-001213,Cash Credit,3635994784.84,INR,BELOW_100,CP-00362,2026-06-30
POS-001214,Term Loan,4176291945.0,INR,BELOW_100,CP-00362,2026-06-30
POS-001215,Derivative - FX Forward,180127111.34,INR,ABOVE_100,CP-00362,2026-06-30
POS-001216,Derivative - Interest Rate Swap,1786115010.42,INR,BELOW_100,CP-00362,2026-06-30
POS-001217,Term Loan,3753297650.45,INR,BELOW_100,CP-00363,2026-06-30
POS-001218,Cash Credit,143331981.1,INR,ABOVE_100,CP-00363,2026-06-30
POS-001219,Cash Credit,5619837447.86,INR,BELOW_100,CP-00363,2026-06-30
POS-001220,Letter of Credit,784304471.15,INR,BELOW_100,CP-00363,2026-06-30
POS-001221,Derivative - Interest Rate Swap,557528600.74,INR,AT_100,CP-00363,2026-06-30
POS-001222,Term Loan,499503971.8,INR,BELOW_100,CP-00364,2026-06-30
POS-001223,Investment - Debenture/Bond,12783052527.37,INR,AT_100,CP-00364,2026-06-30
POS-001224,Bank Guarantee,343206550.31,INR,BELOW_100,CP-00364,2026-06-30
POS-001225,Derivative - FX Forward,876803762.41,INR,BELOW_100,CP-00364,2026-06-30
POS-001226,Term Loan,63269534.69,INR,ABOVE_100,CP-00365,2026-06-30
POS-001227,Term Loan,3452606515.66,INR,BELOW_100,CP-00365,2026-06-30
POS-001228,Bank Guarantee,12812729309.61,INR,BELOW_100,CP-00365,2026-06-30
POS-001229,Investment - Debenture/Bond,87959358257.54,INR,BELOW_100,CP-00366,2026-06-30
POS-001230,Letter of Credit,4680825149.04,INR,BELOW_100,CP-00366,2026-06-30
POS-001231,Term Loan,74830931703.4,INR,ABOVE_100,CP-00367,2026-06-30
POS-001232,Bank Guarantee,4242688572.3,INR,BELOW_100,CP-00367,2026-06-30
POS-001233,Term Loan,14636337395.35,INR,BELOW_100,CP-00368,2026-06-30
POS-001234,Cash Credit,4612669587.54,INR,ABOVE_100,CP-00368,2026-06-30
POS-001235,Investment - Debenture/Bond,163867735951.09,INR,AT_100,CP-00368,2026-06-30
POS-001236,Letter of Credit,8316732031.76,INR,BELOW_100,CP-00368,2026-06-30
POS-001237,Derivative - FX Forward,529270287.94,INR,ABOVE_100,CP-00368,2026-06-30
POS-001238,Term Loan,23523727439.75,INR,ABOVE_100,CP-00369,2026-06-30
POS-001239,Derivative - FX Forward,489230512.95,INR,ABOVE_100,CP-00369,2026-06-30
POS-001240,Bank Guarantee,971123873.48,INR,BELOW_100,CP-00369,2026-06-30
POS-001241,Term Loan,31845875140.44,INR,BELOW_100,CP-00370,2026-06-30
POS-001242,Derivative - Interest Rate Swap,1754411176.61,INR,BELOW_100,CP-00370,2026-06-30
POS-001243,Cash Credit,8493005733.78,INR,AT_100,CP-00371,2026-06-30
POS-001244,Letter of Credit,45985232426.34,INR,AT_100,CP-00371,2026-06-30
POS-001245,Letter of Credit,4802923278.83,INR,AT_100,CP-00371,2026-06-30
POS-001246,Term Loan,489684356.13,INR,ABOVE_100,CP-00372,2026-06-30
POS-001247,Cash Credit,1378311072.46,INR,ABOVE_100,CP-00372,2026-06-30
POS-001248,Letter of Credit,37300540325.5,INR,ABOVE_100,CP-00372,2026-06-30
POS-001249,Term Loan,43037416451.89,INR,AT_100,CP-00373,2026-06-30
POS-001250,Investment - Debenture/Bond,397772998045.04,INR,BELOW_100,CP-00373,2026-06-30
POS-001251,Investment - Debenture/Bond,111035944480.33,INR,AT_100,CP-00373,2026-06-30
POS-001252,Derivative - FX Forward,2944271814.13,INR,DEDUCTED,CP-00373,2026-06-30
POS-001253,Term Loan,1279604406.17,INR,BELOW_100,CP-00374,2026-06-30
POS-001254,Term Loan,263946259.51,INR,BELOW_100,CP-00374,2026-06-30
POS-001255,Derivative - FX Forward,3459354104.21,INR,ABOVE_100,CP-00374,2026-06-30
POS-001256,Bank Guarantee,642213588.85,INR,BELOW_100,CP-00374,2026-06-30
POS-001257,Term Loan,72807991957.54,INR,BELOW_100,CP-00375,2026-06-30
POS-001258,Bank Guarantee,1214168131.9,INR,AT_100,CP-00375,2026-06-30
POS-001259,Term Loan,143153125.02,INR,BELOW_100,CP-00376,2026-06-30
POS-001260,Investment - Debenture/Bond,2665132903.85,INR,ABOVE_100,CP-00376,2026-06-30
POS-001261,Term Loan,197501751.0,INR,BELOW_100,CP-00376,2026-06-30
POS-001262,Letter of Credit,2654747398.56,INR,BELOW_100,CP-00376,2026-06-30
POS-001263,Investment - Debenture/Bond,2716707886.24,INR,AT_100,CP-00377,2026-06-30
POS-001264,Letter of Credit,2002967745.73,INR,ABOVE_100,CP-00377,2026-06-30
POS-001265,Bank Guarantee,8184941019.55,INR,AT_100,CP-00377,2026-06-30
POS-001266,Term Loan,3031595153.39,INR,ABOVE_100,CP-00378,2026-06-30
POS-001267,Cash Credit,689029493.19,INR,BELOW_100,CP-00378,2026-06-30
POS-001268,Bank Guarantee,415802085.71,INR,BELOW_100,CP-00378,2026-06-30
POS-001269,Letter of Credit,200900322.23,INR,BELOW_100,CP-00378,2026-06-30
POS-001270,Term Loan,2877277663.2,INR,ABOVE_100,CP-00379,2026-06-30
POS-001271,Letter of Credit,15309252763.75,INR,ABOVE_100,CP-00379,2026-06-30
